company_name,ticker,cik,filing_type,filing_date,filing_url,Checked,snippet_text_short,KPI_CURRENT_VALUE,KPI_TREND,KPI_HISTORICAL_COMPARISON,TARGET_OUTLOOK,NPS_GOAL_REACHED,METHODOLOGY_DEFINITION,QUALITATIVE_ONLY,has_numeric_nps,nps_value_fix,nps_competition_industry,nps_value_over,nps_value_below,nps_goal_value,nps_goal_change
Bilibili Inc.,"BILI, BLBLF",1723690.0,EX-99.1,2021-03-16,https://sec.gov/Archives/edgar/data/0001723690/000119312521082088/d146651dex991.htm,,"27 BUSINESS OUR STRENGTHS We believe that the following competitive strengths contribute to our success: Iconic brand and leading video community for young generations in China We are an iconic brand and a leading video community for young generations in China. Our users have strong emotional connections to our community  our Bilibili brand elicits deep emotional connection and a strong sense of belonging among users. We ranked No.1 in terms of Net Promoter Score and top 5 in terms of brand awareness in Gen Z+ users among video-centric platforms in China in 2020, according to the iResearch Report. We were also ranked as the most searched video platform in terms of average Baidu Search Index for 2019 and 2020. As a go-to video community for young generations in China, we believe we are well positioned to capture the massive opportunities created by the videolization trend.",0,0,0,0,0,0,1,0,,,,,,
BRAZILIAN DISTRIBUTION CO COMPANHIA BRASILEIRA DE DISTR CBD,CBDBY,1038572.0,6-K,2023-05-04,https://sec.gov/Archives/edgar/data/0001038572/000129281423002029/cbdpr1q23_6k.htm,x,"6.7% in 4Q22). We posted an increase in perishables penetration and market share gains, especially in premium formats, which are important levers in the turnaround process of the New GPA Brazil. Our strategy is based on six main pillars that guide all our business decisions: the Top Line, with the structured increase in our revenues, which leverages the improvement of OSA (On Shelf Availability) where we have already registered a record level, in addition to structuring a broad category management project; and Excellence in Service, measured by the NPS (Net Promoter Score), an measure in which we have already advanced 20 points since 2022. Digital is another important pillar of our strategy, focused on advancing multichannel, with the evolution of same-day deliveries and the share of perishables in online sales. The pillar of Expansion and stores conversion, in which we registered a record number of openings with 78 new stores since 2022.",0,0,0,0,0,0,1,0,,,,,,
"CALIX, INC",CALX,1406666.0,EX-99.2,2021-04-27,https://sec.gov/Archives/edgar/data/0001406666/000140666621000038/ex992stockholderletter21q1.htm,x,"Stated simply, our business is driven by the secular change in the communications space, and our All Platform offerings are the basis for our growth. Our mission is to enable our communication service provider (CSP) customers of all types and sizes to simplify their business, excite their subscribers and grow their value. Our CSP customers have reported dramatic increases in key metrics, including increased average revenue per user, lower subscriber churn, reduced truck rolls and increased net promoter scores, thanks to our Intelligent Access Edge and Revenue Edge platforms. Our customers have likewise responded to our offerings, enabling us to deliver record first quarter revenue that was up nearly 60% from last year. Performance in the quarter was led by strength in our small- and medium-size customers with growth across our All Platform offerings and legacy systems products.",0,1,0,0,0,0,0,0,,,,,,
"CALIX, INC",CALX,1406666.0,EX-99.2,2021-07-26,https://sec.gov/Archives/edgar/data/0001406666/000140666621000077/ex992stockholderletter21q2.htm,,"As our BSP customers utilize the greater capabilities of our All Platform offerings and grow the value of their businesses, we believe over the long-term they will share a portion of that value with us. This will increase our revenue visibility and create a more valuable business for Calix. BSP customers deploying our All Platform offerings have reported dramatic improvements in key metrics, including increased average revenue per user, lower subscriber churn, reduced truck rolls and increased net promoter scores, thanks to our Intelligent Access Edge and Revenue Edge platforms. We continued to add new BSP customers of all types this quarter, setting a second quarter record and nearly eclipsing the all-time new customer adds for a single quarter. As the economy continues to reopen, we will expand our customer engagement and further increase our ability to demonstrate the value of our All Platform offerings.",0,1,0,0,0,0,0,0,,,,,,
"Calumet, Inc. /DE",CLMT,2013745.0,425,2024-04-30,https://sec.gov/Archives/edgar/data/0002013745/000119312524125332/d66099d425.htm,,"We talk a lot about the customers  how we can earn our customers business and how we create customers for life from a loyalty standpoint. And weve made a lot of progress as shown on that bottom right chart. A lot of companies use whats called NPS, or net promoter scores. Its a measure of customer satisfaction. We do these surveys as well with our customers as we want their feedback as we want to get better so we can earn their business every day because this creates sticky business.",0,0,0,0,0,0,1,0,,,,,,
CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,CM,1045520.0,EX-99.1,2025-02-27,https://sec.gov/Archives/edgar/data/0001045520/000119312525037545/d769413dex991.htm,x,"EX-99.1 2 d769413dex991.htm EX-99.1 EX-99.1 Exhibit 99.1 CIBC Announces First Quarter 2025 Results Toronto, ON  February 27, 2025  CIBC (TSX: CM) (NYSE: CM) today announced its financial results for the first quarter ended January 31, 2025. Key highlights across our bank in the first quarter of 2025 included:  Achieved outstanding milestones with our highest ever net promoter scores in Canadian Personal Banking, Wood Gundy and Imperial Service, reflecting an exceptional level of client satisfaction.  Launched CIBCs European Canadian Depositary Receipts (CDRs), a first for our growing CDR platform and a global first for the Canadian financial industry  allowing investors further access to global companies.  Recognized with the Best Use of AI in Client Experience, World Series and North American award by ARCET Global, a U.K.",0,0,0,0,0,0,0,0,,,,,,
CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,CM,1045520.0,EX-99.1,2025-12-04,https://sec.gov/Archives/edgar/data/0001045520/000119312525307478/d16332dex991.htm,,"For additional information, see the “Capital management” and “Liquidity risk” sections of our 2025 Annual Report available on SEDAR+ at www.sedarplus.com . (4) For additional information on the composition of these specified financial measures, see the “Fourth quarter financial highlights” section. CIBC Fourth Quarter 2025 News Release 2 Key highlights across our bank in 2025 included: ● Achieved record-high net promoter scores for Personal Banking and Imperial Service and maintained strong net promoter scores in Commercial Banking, Private Banking and Wood Gundy, reflecting the confidence, loyalty and satisfaction that sets us apart as a trusted partner for our clients. ● Launched a new, innovative, no annual fee CIBC Adapta Mastercard that automatically adapts to spending practices and rewards more for everyday purchases. ● Established a new tiered Smart Account, which offers clients up to three accounts with unlimited transactions, enhanced benefits and rewards, and automatic tier upgrades as they deepen their r",0,0,0,0,0,0,1,0,,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-99.3,2021-02-11,https://sec.gov/Archives/edgar/data/0001076378/000119312521037208/d252933dex993.htm,,"Deleveraging and liability management continues, supported by FCF generation and capital markets access ? Continue global rollout of low carbon and net zero CO2 products ? Fourth consecutive record Net Promoter Score Business momentum accelerates in fourth quarter Net sales Operating EBITDA Operating EBITDA Free Cash Flow after margin maintenance capex +9% l-t-l +9% +16% +9% 3,537 644 18.2% 575 3,259 526 554 17.0% 4Q19 4Q20 4Q19 4Q20 4Q19 4Q20 4Q19 4Q20 Highest Net sales and EBITDA in a fourth quarter since 2014 and 2016, respectively Millions of U.S. dollars 99 With all regions contributing to EBITDA growth EBITDA variation +19% +16% 12 18 97 658 644 -23 -14 554 4Q19 Volume Price Variable costs Fixed costs 4Q20 l-t-l FX 4Q20 &amp; freight &amp; others Millions of U.S. dollars 1010 Profitability gains",0,1,0,0,0,0,1,0,,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-99.3,2021-04-29,https://sec.gov/Archives/edgar/data/0001076378/000119312521138153/d167983dex993.htm,,"total domestic cement including clinker to domestic gray cement) LC Local currency l-t-l (like to like) On a like-to-like basis adjusting for currency fluctuations and for investments/divestments when applicable Maintenance capital expenditures Investments incurred for the purpose of ensuring the company’s operational continuity. These include capital expenditures on projects required to replace obsolete assets or maintain current operational levels, and mandatory capital expenditures, which are projects required to comply with governmental regulations or company policies Net Promoter Score (NPS) A core KPI that helps us to systematically measure our customer loyalty and satisfaction Operating EBITDA Operating earnings before other expenses, net plus depreciation and operating amortization pp Percentage points Prices All references to pricing initiatives, price increases or decreases, refer to our prices for our products Strategic capital expenditures Investments incurred with the purpose of increasing the company’s profitability. These include capital expenditures on projects designed to increase profitability by expanding capacity, and margin improvement capital expenditures, which",0,0,0,0,0,0,1,0,,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-99.1,2022-02-08,https://sec.gov/Archives/edgar/data/0001076378/000119312522030344/d305063dex991.htm,,"Services range from finance and accounting back office, information technology, and human resources to commercial back- and middle-office services. The initiative brings all worldwide locations together into a unified CEMEX experience, supported by data analytics, artificial intelligence, and cognitive technologies to enrich the employee experience. Our digital strategy has already brought us very close relationships with our customers, as evidenced by our record-high Net Promoter Score index of 68 for 2021, said Fernando A. González, CEO of CEMEX. Working Smarter takes us one step further as the digital leader of the construction materials industry, not only in customer experience, but now also in our business management processes. As part of this initiative, CEMEX redesigned its shared services operating model, implementing virtual delivery centers that leverage a remote workforce, tapping into high quality talent pools independent of their location.",1,0,0,1,0,0,0,1,68.0,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-1,2022-03-25,https://sec.gov/Archives/edgar/data/0001076378/000119312522084275/d279151dex1.htm,," Executed its Social Impact strategy in the communities in which the company operates that positively impacted more than 25 million people on an accumulated basis.  Processed approximately 61% of sales through CEMEX Go, the companys global digital platform.  Achieved, for the second consecutive year, the highest annual global Net Promoter Score of 68, substantially above the average for the construction and engineering industry. CEMEXs 2021 Integrated Report includes an external verification report carried out by KPMG and was prepared following the Global Reporting Initiative (GRI) standards, the Sustainability Accounting Standard Board (SASB) standards, and the guidelines established by the Task Force on Climate-Related Financial Disclosures (TCFD). To learn more about CEMEXs 2021 Integrated Report, please visit: www.cemex.com/IntegratedReport2021 For more information on the companys Future in Action program, please visit: www.c",1,0,0,0,0,0,0,1,68.0,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-2,2022-04-28,https://sec.gov/Archives/edgar/data/0001076378/000119312522125143/d352219dex2.htm,,"single digit increase Low single digit increase Low single digit increase Europe Flat Flat Flat Colombia Low single digit increase Low teens increase N/A Panama Low to mid single digit increase At least 25% increase N/A High single digit to low teens Dominican Republic Flat N/A increase Israel N/A Flat Low single digit increase Philippines Mid single digit increase N/A N/A 28 1) Reflects CEMEX’s current expectations. Volumes on a like-to-like basis Relevant ESG indicators Carbon strategy 1Q22 1Q21 4Q21 2021 Customers and suppliers 1Q22 1Q21 4Q21 2021 Kg of CO per ton of 2 Net Promoter Score (NPS) 67 65 69 70 577 601 587 591 cementitious % of sales using CX Go 60% 64% 61% 62% Alternative fuels (%) 33.3% 26.0% 30.3% 29.2% Clinker factor 74.5% 76.1% 75.4% 75.8% Low-carbon products 1Q22 1Q21 4Q21 2021 Health and safety 1Q22 1Q21 4Q21 2021 Blended cement as % of total Employee fatalities 0 0 1 1 72.5% 67.8% 70.5% 68.3% cement produced Employee L-T-I frequency rate 0.5 0.3 0.6 0.5 Vertua cement as % of total 34% 17% N/A N/A Operations with zero fatalities 99% 99% 98% 95% and injuries (%) Vertua concrete as % of total 31% 16% N/A N/A 29 Definitions SCAC South, Central America and the Caribb",1,0,0,0,0,0,0,1,70.0,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-99.3,2022-10-27,https://sec.gov/Archives/edgar/data/0001076378/000119312522270234/d377590dex993.htm,,"digit increase Low single digit increase Low single digit increase Europe Flat Low single digit decline Flat Colombia Flat Mid teens increase N/A Panama Low to mid single digit increase ≥25% increase N/A Dominican Republic Low single digit decline Low teens increase N/A Israel N/A Flat to low single digit increase Low single digit increase Philippines Mid single digit decline N/A N/A 28 1) Reflects CEMEX’s current expectations. Volumes on a like-to-like basis Relevant ESG indicators Carbon strategy 9M22 9M21 2021 Customers and suppliers 3Q22 3Q21 2021 Kg of CO per ton of 2 Net Promoter Score (NPS) 66 70 70 568 594 591 cementitious % of sales using CX Go 56% 63% 62% Alternative fuels (%) 34% 29% 29% Clinker factor 74.5% 76.0% 75.8% Low-carbon products 9M22 9M21 2021 Health and safety 9M22 9M21 2021 Blended cement as % of total Employee fatalities 1 0 1 76% 69% 68% cement produced Employee L-T-I frequency rate 0.5 0.4 0.5 Vertua concrete as % of total 37% 19% 20% Operations with zero fatalities 97% 97% 95% and injuries (%) 29 Definitions SCAC South, Central America and the Caribbean EMEA Europe, Middle East, Africa and Asia When providing cement volume variations, refers to domestic gra",1,0,0,0,0,0,0,1,70.0,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-99.3,2022-10-28,https://sec.gov/Archives/edgar/data/0001076378/000119312522271440/d377593dex993.htm,,"or 9M22  Property damage incidents lower by 35% year-over-year for 9M22  Resumed face-to-face engagements (e.g. safety and emergency response trainings)  Resumed safety initiatives for the community (e.g. vulnerable road-users campaign) 4 Focusing on customers to drive our actions  Enhancing customer experience by improving our pick-up process for clients through on-site and online solutions  Digital efforts such as paperless invoicing and CEMEX Go rewards program generating competitive advantages  Average Net Promoter Score of 62 for the first three quarters of 2022 Net Promoter Score (NPS) 58 66 63 62 35 2018 2019 2020 2021 9M22 5 Reinforcing our market presence through the best available products and value offers  During the third quarter of 2022, over two-thirds of our products sold were under the Vertua® brand, CEMEXs family of eco-friendly products 6 Achieving cost efficiency through sustainable operations  Aiming to further increase alternative fuels usage, while optimizing the proportion of fossil-based fuels in our mix  Co-processed ~30 k tons of residual waste year-to-date, eliminating an equivalent of 5 days worth of Metro Manila waste  In July, Solid Cement Pla",1,0,0,0,0,0,0,1,62.0,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-99.3,2023-07-27,https://sec.gov/Archives/edgar/data/0001076378/000119312523195227/d503847dex993.htm,,"d to high single digit decline Mid-single digit decline Flat to low single digit decline Europe Low single digit decline Mid-single digit increase NA Colombia Flat to low single digit increase≥20% increase NA Panama Dominican Republic Low single digit decline Low double-digit increase NA Israel NA Low single digit increase Flat Philippines Mid to high single digit decline NA NA 27 1) Reflects CEMEX’s current expectations. Volumes on a like-to-like basis Relevant ESG indicators YTD YTD Customers and suppliers 2Q23 2Q22 2022 Carbon strategy 2022 2Q23 2Q22 Kg of CO per ton of Net Promoter Score (NPS) 68 66 66 2 549 574 562 cementitious % of sales using CX Go 65% 57% 59% 36.5% 33.2% 35.0% Alternative fuels (%) 73.4% 74.5% 73.7% Clinker factor YTD YTD YTD YTD Low-carbon products 2022 Health and safety 2022 2Q23 2Q22 2Q23 2Q22 Blended cement as % of total 2 1 3 Employee fatalities 82% 81% 75% cement produced Employee L-T-I frequency 0.5 0.5 0.5 rate Vertua concrete as % of total 45% 31% 33% Operations with zero fatalities 98% 98% 96% and injuries (%) Vertua cement as % of total 55% 40% 41% 28 Definitions SCAC South, Central America and the Caribbean EMEA Europe, Middle East, Africa and Asia",1,0,0,0,0,0,0,1,66.0,,,,,
DarioHealth Corp.,DRIO,1533998.0,EX-99.1,2021-02-04,https://sec.gov/Archives/edgar/data/0001533998/000110465921012314/tm215268d1_ex99-1.htm,,"The Dario Virtuous Cycle , an AI - driven approach that uses billions of behavioral data points from tens of thousands of users to create a curated, personalized experience that is clinically proven to alter the course of chronic disease. Leveraging early learnings as a direct - to - consumer company (D2C) to build the leading comprehensive digital health platform for providers, health plans and benefits administrators (B2B2C). Tens of thousands of users pay out - of - pocket for our state - of - the - art mobile device technology platform which is top rated in the Appstore (4.9/5), with a Net Promoter Score of 77. Our high - margin SaaS revenue model therapeutics solution, targeting users with one or more chronic conditions, has a total addressable market of $108B for metabolic disease market and additional $213B for the musculoskeletal market With a strong balance sheet and additional capital from the recent financing, we are well positioned to deliver on our strategic plan to scale our user base through partnerships with insurance companies, health care plans and self - insuring employers. Current cash position – Exceed $ 90 M DarioHealth – A Leader in Digital Therapeutics 4 Empowering behavio",1,0,0,0,0,0,0,1,77.0,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-3,2024-02-08,https://sec.gov/Archives/edgar/data/0001076378/000119312524027404/d774924dex3.htm,x,"Cemex, S.A.B. de C.V. and its subsidiaries Key highlights in 2023 • Record EBITDA of ~$3.35 B, up 20% • EBITDA margin expansion of 2 pp, achieving goal of recovering 2021 margin • Recent deceleration in input cost inflation • Growth investments contributing 13% of incremental EBITDA • Urbanization Solution’s EBITDA increasing close to 30%, with 1.4 pp margin expansion 1 • FCF of ~$1.2 B, a 6-year high, driven by EBITDA and lower working capital investment 2 • Leverage ratio at 2.06x, within Investment Grade parameters 3 • Continued improvement in ROCE , reaching 13.7% • Achieved all-time high Net Promoter Score of 73, a benchmark for our industry • Continued execution of decarbonization roadmap, with record three-year reduction of 13% in CO emissions 2 • Recognized by CDP with elite ‘A’ score for climate disclosure 1) Free cash Flow after maintenance capex 2) Calculated in accordance with our bank debt agreements 3 S61 expressway - Augustów bypass - 3) Return over Capital Employed. Trailing twelve months as of December 2023, excluding goodwill state border, Warsaw, Poland 2023: Delivering exceptional results EBITDA EBITDA FCF after Net Sales Margin Maint. Capex +8% l-t-l +20% l-t-l +118% +2.0pp +12%",1,1,1,0,0,0,0,1,73.0,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-1,2024-03-22,https://sec.gov/Archives/edgar/data/0001076378/000119312524075230/d813655dex1.htm,x," EBITDA margin expanded 2 percentage points, recovering 2021 margins.  Urbanization Solutions business grew 31%. Stakeholder Engagement: [TABLE] Achieved a Net Promoter Score of 70, surpassing the industry customer loyalty benchmark. [/TABLE].  More than 60,000 customers globally have been onboarded in the Cemex Go digital platform.  Processed approximately 60% of global orders through Cemex Go.",1,1,1,0,0,0,0,1,70.0,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-99.3,2024-04-25,https://sec.gov/Archives/edgar/data/0001076378/000119312524111400/d689586dex993.htm,x,"low-single digit increase Low-single digit decline Low-single digit decline EMEA Europe Flat to low-single digit increase Flat to low-single digit decline Flat to low-single digit decline AMEA Flat to low-single digit increase Mid-single digit decline Mid-single digit decline SCAC Flat Low-single digit decline N/A 1) Reflects Cemex’s expectations as of April 25, 2024. Volumes on a like-to-like basis. All volume guidance in this slide means in percentage terms vs 2023 28 Relevant ESG indicators Customers and suppliers 1Q23 1Q24 Carbon strategy 1Q23 1Q24 Kg of CO per ton of Net Promoter Score (NPS) 68 73 2 556 542 cementitious % of sales using CX Go 66% 67% Alternative fuels (%) 34.3% 35.9% 73.3% 72.6% Clinker factor Health and safety 1Q23 1Q24 Low-carbon products 1Q23 1Q24 2 0 Blended cement as % of total Employee fatalities 81% 82% cement produced 0.4 Employee L-T-I frequency rate 0.5 Vertua concrete as % of total 43% 54% Operations with zero fatalities 99% 99% and injuries (%) Vertua cement as % of total 51% 61% 29 Definitions SCAC South, Central America and the Caribbean EMEA Europe, Middle East, Africa and Asia AMEA Asia, Middle East, and Africa When providing cement volume variat",1,0,0,0,0,0,0,1,73.0,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-3,2025-02-06,https://sec.gov/Archives/edgar/data/0001076378/000119312525021275/d893947dex3.htm,,"e Low-single digit decline USA Low-single digit increase Low-single digit increase Flat EMEA Europe Low to mid-single digit increase Low-single digit increase Flat to low-single digit increase MEA Low-single digit decline Low-single digit increase Flat SCAC Mid-single digit increase Low-double digit increase N/A 1) Reflects Cemex’s expectations as of February 6, 2025. Volumes on a like-to-like basis. All volume guidance in this slide means in percentage terms vs 2024 29 Relevant Sustainability indicators Customers and suppliers 2023 4Q24 2024 Carbon strategy 2023 4Q24 2024 Net Promoter Score (NPS) 70 78 74 539 529 527 Kg of CO per ton of cementitious 2 65% 65% 65% % of Sales using CX Go Alternative fuels 38.8% 33.8% 36.6% Clinker factor 73.7% 72.7% 72.8% Health and safety 2023 4Q24 2024 Low-carbon products 2023 4Q24 2024 3 0 1 Blended cement as % of total Employee fatalities 80% 83% 82% cement produced Employee l-t-l frequency rate 0.6 0.2 0.5 Vertua concrete as % of total 48% 53% 55% Operations with zero fatalities and 96% 99% 96% injuries (%) Vertua cement as % of total 56% 66% 63% 30 Notes and Definitions Note: All information included in this presentation considers the Philippines",1,0,0,0,0,0,0,1,74.0,,,,,
CEMEX SAB DE CV,"CX, CXMSF",1076378.0,EX-1,2025-03-25,https://sec.gov/Archives/edgar/data/0001076378/000119312525062666/d933352dex1.htm,x," Awarded a 157 million EU Innovation Fund grant for CO 2 capture at Cemexs Rüdersdorf plant in Germany, which is expected to become our first net-zero plant.  Ranked #1 by the World Benchmarking Alliance among 91 companies in hard-to-abate industries, including steel and aluminum, achieving the highest climate transition score. Stakeholder Engagement: [TABLE] Achieved a Net Promoter Score of 74, surpassing the industry customer loyalty benchmark. [/TABLE].  Launched the Cemex Go Acceleration Program in the U.S., resulting in a 60% increase in order adoption rates.  Named to the Fortune Change the World List for the fourth year, recognizing our stakeholder engagement.",1,1,0,0,0,0,0,1,74.0,91.0,,,,
"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,1091667.0,EX-99.1,2026-02-25,https://sec.gov/Archives/edgar/data/0001091667/000114036126006730/ef20066502_ex99-1.htm,,"t revenue, profitability and customer growth. His experience will be a real asset to our Company, and I welcome Nick to the team as we continue to position Spectrum as America’s most reliable and affordable connectivity provider.” Jeffery joins Charter from Frontier Communications, where he has most recently served as President and Chief Executive Officer since 2021, leading the company’s transformation from bankruptcy to sustained revenue growth, expansion of fiber network passings, and rapid improvement in customer satisfaction, including a 60-point swing in its customer Net Promoter Score (NPS). Prior to Frontier, Jeffery served as Chief Executive Officer of Vodafone UK from 2016, where he led a multi-year turnaround, returning Vodafone’s home market in the UK to mobile and broadband revenue, and EBITDA and cash flow growth, underpinned by NPS market leadership. With more than three decades of executive experience across global telecommunications markets, Jeffery is recognized for driving operational transformation, strengthening customer relationships, directing consumer marketing strategies and delivering results across diverse market environments — skills that directly align wit",0,1,0,0,0,0,0,0,,,,,,
"CLOVER HEALTH INVESTMENTS, CORP. /DE",CLOV,1801170.0,EX-10.7,2021-01-12,https://sec.gov/Archives/edgar/data/0001801170/000119312521007348/d63659dex107.htm,,"cquisitions and similar transactions; (24) objective goals relating to staff management, results from staff attitude and/or opinion surveys, staff satisfaction scores, staff safety, staff accident and/or injury rates, compliance, headcount, performance management, completion of critical staff training initiatives; (25) objective goals relating to projects, including project completion, timing and/or achievement of milestones, project budget, technical progress against work plans; (26) enterprise resource planning; (27) new markets; (28) new products, product development, product quality; (29) net promoter score; (30) physician partner satisfaction; (31) Clover Assistant coverage, adoption, and engagement; (32) advance integrated clinical capabilities; (33) market capitalization; (34) membership growth or churn reduction; (35) member satisfaction; (36) member adherence to evidence-based protocols/standards of care; (37) medical expense reduction; (38) provider network growth; (39) successful resolution of claims or disputes; (40) successful audit performance or response to regulatory inquiries; (41) employee recruitment, retention or satisfaction; (42) workforce diversity; (43) organizational culture",0,0,0,0,0,0,1,0,,,,,,
"CLOVER HEALTH INVESTMENTS, CORP. /DE",CLOV,1801170.0,EX-99.1,2021-02-05,https://sec.gov/Archives/edgar/data/0001801170/000119312521029637/d66346dex991.htm,,"A lot of programs effectively do this, and that creates moral hazards like upcoding or trying to skimp on care. We pay the flat fee because we want to reward PCPs for great data-driven primary care without creating those moral hazards and bad incentives. Speaking to the delight point  we measure this in an objective, standard way in the form of Net Promoter Score surveys. We run these surveys within Clover Assistant for all Clover Assistant users on a quarterly basis to see how were doing in terms of user satisfaction and delight. Weve traditionally received a score between 5563 which we think is excellent  particularly for healthcare.",1,0,0,0,0,0,0,1,,,55.0,63.0,,
"Compass, Inc.",COMP,1563190.0,EX-99.1,2022-02-16,https://sec.gov/Archives/edgar/data/0001563190/000119312522044380/d277301dex991.htm,,"In 2021, we added nearly 7,000 agents as we launched 25 new markets and grew our national market share to 5.6% which is up from 4.0% in 2020 and 1.1% in 2018. Agents tell us that the reason they decide to bring their business to Compass is our agent-focused culture and our proprietary vertically-integrated technology platform that provides a critical edge in a real estate market increasing in competition for talent, listings and clients. We continue to have industry leading principal agent retention of over 90% and we had a net promoter score in 2021 of 71 with our agents. Higher usage of the Compass platform is contributing to enhanced agent economics, productivity and retention. A cohort study of platform usage among our agents 1 found that in 2021, the top 25% of Compass teams who used the platform most:  Represented 55% of all Compass transactions;  Grew their Gross Commission Income 2.6x, compared to the bottom 25% of agent teams;  Retained principal agents at an annual rate of 98% versus 86% for the bottom 25% of agent teams; and  Used the platform consistently  Top multi-agent teams spent an average of 4 hours per day",1,1,0,0,0,0,0,1,71.0,,,,,
"CROSSFIRST BANKSHARES, INC.",CFB,1458412.0,EX-99.3,2024-08-27,https://sec.gov/Archives/edgar/data/0001458412/000110465924093087/tm2422581d1_ex99-3.htm,,"5.0 engagement score with 91% associate participation rate in 2023 associate experience survey through Gallup With more than 90% of employees responding, both Busey and CrossFirst continue to learn about needs and opportunities through Gallup’s Q12 Survey 4.3 ENGAGEMENT / 5 90+% SCORE SURVEY ENGAGEMENT 4.4 / 5 ENGAGEMENT SCORE CrossFirst received a 4.4 out of 5.0 engagement score with 94% associate participation rate in 2024 associate experience survey through Gallup 16 Merger Investor Presentation First Busey Corporation | Ticker: BUSE 16 CUSTOMER BENEFITS Busey earned a Net Promoter Score (NPS) of 56.5 in 2023, significantly above industry average of 23.5 Full suite of innovative remote banking capabilities, nationwide ATM coverage, drive-up banking, Busey eBank and contactless payments give customers 24/7 access Through Busey’s wealth management and payment technology solutions and CrossFirst's specialty line of lending products, clients will have access to expanded and enhanced products and services ENHANCED 56.5 NET PROMOTER SCORE 24/7 CUSTOMER ACCESS CrossFirst earned a Net Promoter Score (NPS) of 47.0 in 2024, significantly above industry average of 23.5 47.0 NET PROMOTER SCOR",1,0,0,0,0,0,0,1,56.5,23.5,,,,
"CROSSFIRST BANKSHARES, INC.",CFB,1458412.0,425,2024-08-27,https://sec.gov/Archives/edgar/data/0001458412/000110465924093418/tm2422581d5_425.htm,,"one of America’s Best Regional Banks in 2024 Busey received a 4.3 out of 5.0 engagement score with 91% associate participation rate in 2023 associate experience survey through Gallup ASSOCIATE BENEFITS With more than 90% of employees responding, both Busey and CrossFirst continue to learn about needs and opportunities through Gallup’s Q12 Survey 4.3 / 5 90+% ENGAGEMENT SCORE SURVEY ENGAGEMENT 4.4 / 5 ENGAGEMENT SCORE CrossFirst received a 4.4 out of 5.0 engagement score with 94% associate participation rate in 2024 associate experience survey through Gallup Busey earned a Net Promoter Score (NPS) of 56.5 in 2023 , significantly above industry average of 23.5 Full suite of innovative remote banking capabilities, nationwide ATM coverage, drive - up banking, Busey eBank and contactless payments give customers 24/7 access . CUSTOMER BENEFITS Through Busey’s wealth management and payment technology solutions and CrossFirst's specialty line of lending products, clients will have access to expanded and enhanced products and services ENHANCED 56.5 NET PROMOTER SCORE 24/7 CUSTOMER ACCESS CrossFirst earned a Net Promoter Score (NPS) of 47.0 in 2024 , significantly above industry average of 23.",1,0,0,0,0,0,0,1,56.5,,,,,
"CROSSFIRST BANKSHARES, INC.",CFB,1458412.0,425,2024-08-27,https://sec.gov/Archives/edgar/data/0001458412/000110465924093468/tm2422366d4_425.htm,,"one of America’s Best Regional Banks in 2024 Busey received a 4.3 out of 5.0 engagement score with 91% associate participation rate in 2023 associate experience survey through Gallup ASSOCIATE BENEFITS With more than 90% of employees responding, both Busey and CrossFirst continue to learn about needs and opportunities through Gallup’s Q12 Survey 4.3 ENGAGEMENT / 5 90+% SCORE SURVEY ENGAGEMENT 4.4 / 5 ENGAGEMENT SCORE CrossFirst received a 4.4 out of 5.0 engagement score with 94% associate participation rate in 2024 associate experience survey through Gallup Busey earned a Net Promoter Score (NPS) of 56.5 in 2023, significantly above industry average of 23.5 Full suite of innovative remote banking capabilities, nationwide ATM coverage, drive-up banking, Busey eBank and contactless payments give customers 24/7 access . CUSTOMER BENEFITS Through Busey’s wealth management and payment technology solutions and CrossFirst's specialty line of lending products, clients will have access to expanded and enhanced products and services ENHANCED 56.5 NET PROMOTER SCORE 24/7 CUSTOMER ACCESS CrossFirst earned a Net Promoter Score (NPS) of 47.0 in 2024, significantly above industry average of 23.5 47",1,0,0,0,0,0,0,1,56.5,,,,,
